Id,Name,State,Year,ElectionID,Candidate,Party,votes_2cp,margin_2cp,margin_percentage_2cp,swing_2cp,Status,source,Note
85484,Bonython,SA,2001,201,"CHOMEL, Brenton",LP,29924,NA,39.58,2.88,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85484,Bonython,SA,2001,201,"EVANS, Martyn",ALP,45688,NA,60.42,-2.88,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89617,Boothby,SA,2001,201,"MURPHY, Jim",ALP,34933,NA,42.65,0.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89617,Boothby,SA,2001,201,"SOUTHCOTT, Andrew",LP,46982,NA,57.35,-0.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85745,Grey,SA,2001,201,"O'NEILL, Con",ALP,30532,NA,39.44,-1.53,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85745,Grey,SA,2001,201,"WAKELIN, Barry",LP,46876,NA,60.56,1.53,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
84806,Hindmarsh,SA,2001,201,"GEORGANAS, Steve",ALP,36719,NA,48.14,-0.64,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
84806,Hindmarsh,SA,2001,201,"GALLUS, Chris",LP,39564,NA,51.86,0.64,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85398,Kingston,SA,2001,201,"HERSEY, Dean",LP,36872,NA,47.58,-0.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85398,Kingston,SA,2001,201,"COX, David",ALP,40618,NA,52.42,0.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88248,Makin,SA,2001,201,"DRAPER, Trish",LP,43271,NA,53.76,2.98,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88248,Makin,SA,2001,201,"WOODMAN, Julie",ALP,37219,NA,46.24,-2.98,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86319,Mayo,SA,2001,201,"DOWNER, Alexander",LP,49162,NA,62.87,NA,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86319,Mayo,SA,2001,201,"BRENNAN, Delia",ALP,29040,NA,37.13,NA,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86297,Port Adelaide,SA,2001,201,"SAWFORD, Rod",ALP,49379,NA,64.65,-1.07,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86297,Port Adelaide,SA,2001,201,"KRIEG, Josh",LP,27005,NA,35.35,1.07,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86359,Sturt,SA,2001,201,"PYNE, Christopher",LP,45310,NA,58.18,0.46,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86359,Sturt,SA,2001,201,"SIMMONS, Lindsay",ALP,32568,NA,41.82,-0.46,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86378,Wakefield,SA,2001,201,"ROWBOTTOM, Tim",ALP,27861,NA,35.44,2.08,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86378,Wakefield,SA,2001,201,"ANDREW, Neil",LP,50764,NA,64.56,-2.08,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
65927,Bass,Tas,2001,201,"BENNEWORTH, Tony",LP,29093,NA,47.94,-1.88,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
65927,Bass,Tas,2001,201,"O'BYRNE, Michelle",ALP,31598,NA,52.06,1.88,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67749,Braddon,Tas,2001,201,"SIDEBOTTOM, Sid",ALP,35345,NA,55.96,1.67,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67749,Braddon,Tas,2001,201,"PATTISON, Alan",LP,27819,NA,44.04,-1.67,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67938,Denison,Tas,2001,201,"KERR, Duncan",ALP,40530,NA,64.26,-0.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67938,Denison,Tas,2001,201,"STEVEN, Tony",LP,22543,NA,35.74,0.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67119,Franklin,Tas,2001,201,"QUICK, Harry",ALP,36390,NA,58.04,1.44,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
67119,Franklin,Tas,2001,201,"HODGMAN, Peter",LP,26307,NA,41.96,-1.44,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
62942,Lyons,Tas,2001,201,"ADAMS, Dick",ALP,33970,NA,58.17,-2.94,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
62942,Lyons,Tas,2001,201,"PAGE, Geoff",LP,24423,NA,41.83,2.94,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
90211,Aston,Vic,2001,201,"PEARCE, Chris",LP,47531,NA,56.17,1.93,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
90211,Aston,Vic,2001,201,"BOLAND, Kieran",ALP,37089,NA,43.83,-1.93,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85877,Ballarat,Vic,2001,201,"KING, Catherine",ALP,42471,NA,52.73,5.5,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85877,Ballarat,Vic,2001,201,"COLLINS, Charles",LP,38078,NA,47.27,-5.5,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89998,Batman,Vic,2001,201,"FERGUSON, Martin",ALP,59478,NA,75.08,-1.35,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89998,Batman,Vic,2001,201,"DAVIES, John",LP,19742,NA,24.92,1.35,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88150,Bendigo,Vic,2001,201,"GIBBONS, Steve",ALP,43892,NA,53.57,0.1,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88150,Bendigo,Vic,2001,201,"SHARKEY, Maurie",LP,38048,NA,46.43,-0.1,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85447,Bruce,Vic,2001,201,"STEEL, Reg",LP,34884,NA,44.45,1.17,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85447,Bruce,Vic,2001,201,"GRIFFIN, Alan",ALP,43592,NA,55.55,-1.17,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88943,Burke,Vic,2001,201,"DAWE, Chris",LP,36471,NA,44.49,2.1,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88943,Burke,Vic,2001,201,"O'CONNOR, Brendan",ALP,45504,NA,55.51,-2.1,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
98330,Calwell,Vic,2001,201,"VAMVAKINOU, Maria",ALP,59044,NA,67.73,-1.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
98330,Calwell,Vic,2001,201,"BULLER, Darren",LP,28129,NA,32.27,1.25,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85278,Casey,Vic,2001,201,"SMITH, Tony",LP,45004,NA,57.16,2.3,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85278,Casey,Vic,2001,201,"McKENZIE, David",ALP,33723,NA,42.84,-2.3,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86680,Chisholm,Vic,2001,201,"CLOWES, Ros",LP,37758,NA,47.23,-0.69,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86680,Chisholm,Vic,2001,201,"BURKE, Anna",ALP,42179,NA,52.77,0.69,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85955,Corangamite,Vic,2001,201,"McARTHUR, Stewart",LP,44529,NA,55.67,1.17,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85955,Corangamite,Vic,2001,201,"BJORK-BILLINGS, Michael",ALP,35463,NA,44.33,-1.17,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85836,Corio,Vic,2001,201,"O'CONNOR, Gavan",ALP,45787,NA,58.7,-2.66,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85836,Corio,Vic,2001,201,"MALESIC, Steve",LP,32211,NA,41.3,2.66,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85208,Deakin,Vic,2001,201,"BUCKINGHAM, Helen",ALP,38214,NA,48.26,0.2,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85208,Deakin,Vic,2001,201,"BARRESI, Phil",LP,40962,NA,51.74,-0.2,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85129,Dunkley,Vic,2001,201,"BILLSON, Bruce",LP,43537,NA,55.42,3.38,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85129,Dunkley,Vic,2001,201,"CONROY, Mark",ALP,35023,NA,44.58,-3.38,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
91403,Flinders,Vic,2001,201,"HUNT, Greg",LP,48585,NA,57.62,3.9,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
91403,Flinders,Vic,2001,201,"FINCH, Wayne",ALP,35733,NA,42.38,-3.9,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86496,Gellibrand,Vic,2001,201,"TANN, Christopher",LP,21551,NA,28.22,4.13,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
86496,Gellibrand,Vic,2001,201,"ROXON, Nicola",ALP,54814,NA,71.78,-4.13,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83845,Gippsland,Vic,2001,201,"BOLITHO, Bill",ALP,31775,NA,41.95,0.78,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83845,Gippsland,Vic,2001,201,"McGAURAN, Peter",NP,43978,NA,58.05,-0.78,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89948,Goldstein,Vic,2001,201,"KEMP, David",LP,49122,NA,59.48,1.33,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89948,Goldstein,Vic,2001,201,"POWNING, Rachel",ALP,33459,NA,40.52,-1.33,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88043,Higgins,Vic,2001,201,"STEPHENS, Katie",ALP,33196,NA,41.61,1.23,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88043,Higgins,Vic,2001,201,"COSTELLO, Peter",LP,46583,NA,58.39,-1.23,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88172,Holt,Vic,2001,201,"WOOD, Jason",LP,29006,NA,36.68,1.79,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88172,Holt,Vic,2001,201,"BYRNE, Anthony",ALP,50078,NA,63.32,-1.79,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89090,Hotham,Vic,2001,201,"RUFFOLO, Priscilla",LP,31754,NA,38.98,2.57,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89090,Hotham,Vic,2001,201,"CREAN, Simon",ALP,49701,NA,61.02,-2.57,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85758,Indi,Vic,2001,201,"MURDOCH, Barbara",ALP,30201,NA,38.85,-1.04,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85758,Indi,Vic,2001,201,"PANOPOULOS, Sophie",LP,47535,NA,61.15,1.04,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82675,Isaacs,Vic,2001,201,"CORCORAN, Ann",ALP,40011,NA,52.81,-3.59,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82675,Isaacs,Vic,2001,201,"SHEPHERDSON, Michael",LP,35746,NA,47.19,3.59,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88073,Jagajaga,Vic,2001,201,"JONES, Brett Lloyd",LP,36014,NA,44.36,0.27,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88073,Jagajaga,Vic,2001,201,"MACKLIN, Jenny",ALP,45170,NA,55.64,-0.27,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
87128,Kooyong,Vic,2001,201,"GEORGIOU, Petro",LP,48944,NA,60.94,-0.45,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
87128,Kooyong,Vic,2001,201,"WILSON, Tom",ALP,31377,NA,39.06,0.45,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89277,Lalor,Vic,2001,201,"McCONNELL, David V",LP,28098,NA,34.37,4.19,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89277,Lalor,Vic,2001,201,"GILLARD, Julia",ALP,53644,NA,65.63,-4.19,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88269,La Trobe,Vic,2001,201,"CHARLES, Bob",LP,43366,NA,53.67,2.68,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88269,La Trobe,Vic,2001,201,"STAINDL, Philip",ALP,37432,NA,46.33,-2.68,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89021,McEwen,Vic,2001,201,"MACLEOD, Andrew",ALP,40269,NA,48.8,-0.16,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89021,McEwen,Vic,2001,201,"BAILEY, Fran",LP,42249,NA,51.2,0.16,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85551,McMillan,Vic,2001,201,"FORBES, Jim",LP,37660,NA,47.54,-1.89,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85551,McMillan,Vic,2001,201,"ZAHRA, Christian",ALP,41559,NA,52.46,1.89,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
81774,Mallee,Vic,2001,201,"ZIGOURAS, John",ALP,22797,NA,30.07,-0.56,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
81774,Mallee,Vic,2001,201,"FORREST, John",NP,53007,NA,69.93,0.56,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83750,Maribyrnong,Vic,2001,201,"BARCLAY, Grahame",LP,24405,NA,32.62,4.68,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83750,Maribyrnong,Vic,2001,201,"SERCOMBE, Bob",ALP,50410,NA,67.38,-4.68,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
95848,Melbourne,Vic,2001,201,"TANNER, Lindsay James",ALP,58808,NA,70.09,-1.71,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
95848,Melbourne,Vic,2001,201,"FRANTZESKOS, Con",LP,25094,NA,29.91,1.71,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89113,Melbourne Ports,Vic,2001,201,"DANBY, Michael",ALP,44018,NA,55.69,-0.14,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
89113,Melbourne Ports,Vic,2001,201,"McLORINAN, Andrew",LP,35021,NA,44.31,0.14,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
84613,Menzies,Vic,2001,201,"ANDREWS, Kevin",LP,45977,NA,58.94,3.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
84613,Menzies,Vic,2001,201,"VASILOPOULOS, Olga",ALP,32032,NA,41.06,-3.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85651,Murray,Vic,2001,201,"STONE, Sharman",LP,58824,NA,73.93,1.87,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85651,Murray,Vic,2001,201,"CALDER, Alan",ALP,20743,NA,26.07,-1.87,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88866,Scullin,Vic,2001,201,"KOSTADINOSKI, Lucas",LP,25051,NA,30.81,2.65,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88866,Scullin,Vic,2001,201,"JENKINS, Harry",ALP,56265,NA,69.19,-2.65,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82915,Wannon,Vic,2001,201,"HAWKER, David",LP,45921,NA,59.61,2.16,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82915,Wannon,Vic,2001,201,"MORROW, Richard",ALP,31120,NA,40.39,-2.16,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88553,Wills,Vic,2001,201,"THOMSON, Kelvin",ALP,54542,NA,69.42,-1.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
88553,Wills,Vic,2001,201,"VALASINAVICIUS, Vytautas Charles",LP,24027,NA,30.58,1.54,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78366,Brand,WA,2001,201,"BEAZLEY, Kim",ALP,42869,NA,60.05,-3.32,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78366,Brand,WA,2001,201,"THOMAS, Margaret",LP,28521,NA,39.95,3.32,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
76632,Canning,WA,2001,201,"GERICK, Jane",ALP,34330,NA,49.62,-0.42,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
76632,Canning,WA,2001,201,"RANDALL, Don",LP,34860,NA,50.38,0.42,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
79648,Cowan,WA,2001,201,"SHANNON, Andre",LP,32331,NA,44.49,-2.4,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
79648,Cowan,WA,2001,201,"EDWARDS, Graham",ALP,40341,NA,55.51,2.4,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82561,Curtin,WA,2001,201,"BISHOP, Julie",LP,48502,NA,63.91,0.43,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82561,Curtin,WA,2001,201,"FOWLER, Trish",ALP,27385,NA,36.09,-0.43,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82248,Forrest,WA,2001,201,"PROSSER, Geoff",LP,43049,NA,57.61,3.01,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82248,Forrest,WA,2001,201,"SMITH, Tresslyn",ALP,31672,NA,42.39,-3.01,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
80927,Fremantle,WA,2001,201,"SMYTH, Louise",LP,28491,NA,39.33,1.62,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
80927,Fremantle,WA,2001,201,"LAWRENCE, Carmen",ALP,43952,NA,60.67,-1.62,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78418,Hasluck,WA,2001,201,"JACKSON, Sharryn",ALP,36420,NA,51.78,-0.77,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78418,Hasluck,WA,2001,201,"CHAN, Bethwyn",LP,33911,NA,48.22,0.77,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82534,Kalgoorlie,WA,2001,201,"HAASE, Barry",LP,36755,NA,54.34,2.24,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82534,Kalgoorlie,WA,2001,201,"BROWNING, Paul",ALP,30880,NA,45.66,-2.24,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
74103,Moore,WA,2001,201,"YOUNG, Kim",ALP,29886,NA,43.96,-0.42,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
74103,Moore,WA,2001,201,"WASHER, Mal",LP,38096,NA,56.04,0.42,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83118,O'Connor,WA,2001,201,"TUCKEY, Wilson",LP,51484,NA,69.09,2.52,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
83118,O'Connor,WA,2001,201,"PENDLEBURY, Mark Hamilton",ALP,23031,NA,30.91,-2.52,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
77880,Pearce,WA,2001,201,"MOYLAN, Judi",LP,39979,NA,56.88,1.7,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
77880,Pearce,WA,2001,201,"COSTELLO, Liam",ALP,30302,NA,43.12,-1.7,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82049,Perth,WA,2001,201,"SMITH, Stephen",ALP,45239,NA,61.21,-1.33,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82049,Perth,WA,2001,201,"WEBB, Rod",LP,28674,NA,38.79,1.33,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85975,Stirling,WA,2001,201,"CRONIN, Bob",LP,37311,NA,48.42,0.58,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
85975,Stirling,WA,2001,201,"McFARLANE, Jann",ALP,39740,NA,51.58,-0.58,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78991,Swan,WA,2001,201,"BRENNAN, Bev",LP,33959,NA,47.96,0.72,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
78991,Swan,WA,2001,201,"WILKIE, Kim",ALP,36844,NA,52.04,-0.72,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82972,Tangney,WA,2001,201,"GOWEGATI, Sam",ALP,31934,NA,42.03,-0.93,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
82972,Tangney,WA,2001,201,"WILLIAMS, Daryl",LP,44047,NA,57.97,0.93,NA,https://results.aec.gov.au/10822/Website/index.html,missing from parliament handbook beta
