Id,Name,State,Year,ElectionID,Candidate,Party,votes_2cp,margin_2cp,margin_percentage_2cp,swing_2cp,Status,Note,source
23693,O'Connor,WA,2007,399,"ROSE, Dominic",Labor,25442,-25183,33.45,3.84,,NA,NA
23693,O'Connor,WA,2007,399,"TUCKEY, Wilson",Liberal,50625,25183,66.55,-3.84,Elected,NA,NA
23663,Oxley,Qld,2007,399,"RIPOLL, Bernie",Labor,51607,22739,64.13,7.01,Elected,NA,NA
23663,Oxley,Qld,2007,399,"WHITE, Scott",Liberal,28868,-22739,35.87,-7.01,,NA,NA
23736,Page,NSW,2007,399,"SAFFIN, Janelle",Labor,44770,4030,52.36,7.83,Elected,NA,NA
23736,Page,NSW,2007,399,"GULAPTIS, Chris",Nationals,40740,-4030,47.64,-7.83,,NA,NA
23756,Parkes,NSW,2007,399,"COULTON, Mark",Nationals,51985,21501,63.04,-4.52,Elected,NA,NA
23756,Parkes,NSW,2007,399,"PATRIARCA, Margaret",Labor,30484,-21501,36.96,4.52,,NA,NA
23774,Parramatta,NSW,2007,399,"ROBINSON, Colin",Liberal,36727,-11726,43.12,-7.71,,NA,NA
23774,Parramatta,NSW,2007,399,"OWENS, Julie",Labor,48453,11726,56.88,7.71,Elected,NA,NA
23757,Paterson,NSW,2007,399,"ARNEMAN, Jim",Labor,40688,-2540,48.49,4.81,,NA,NA
23757,Paterson,NSW,2007,399,"BALDWIN, Bob",Liberal,43228,2540,51.51,-4.81,Elected,NA,NA
23694,Pearce,WA,2007,399,"MOYLAN, Judi",Liberal,50022,15361,59.07,-3.87,Elected,NA,NA
23694,Pearce,WA,2007,399,"MYSON, Christopher",Labor,34661,-15361,40.93,3.87,,NA,NA
23695,Perth,WA,2007,399,"SMITH, Stephen",Labor,46061,13856,58.85,2.12,Elected,NA,NA
23695,Perth,WA,2007,399,"NIKOLIC, Daniel",Liberal,32205,-13856,41.15,-2.12,,NA,NA
23664,Petrie,Qld,2007,399,"D'ATH, Yvette",Labor,43283,3412,52.05,9.5,Elected,NA,NA
23664,Petrie,Qld,2007,399,"GAMBARO, Teresa",Liberal,39871,-3412,47.95,-9.5,,NA,NA
23676,Port Adelaide,SA,2007,399,"BUTLER, Mark",Labor,63158,35767,69.75,6.84,Elected,NA,NA
23676,Port Adelaide,SA,2007,399,"CHOMEL, Brenton",Liberal,27391,-35767,30.25,-6.84,,NA,NA
23777,Prospect,NSW,2007,399,"ARTHUR, Lily",Liberal,28973,-21354,36.54,-7.06,,NA,NA
23777,Prospect,NSW,2007,399,"BOWEN, Chris",Labor,50327,21354,63.46,7.06,Elected,NA,NA
23665,Rankin,Qld,2007,399,"COULSON, Pete",Liberal,30643,-18797,38.26,-8.76,,NA,NA
23665,Rankin,Qld,2007,399,"EMERSON, Craig",Labor,49440,18797,61.74,8.76,Elected,NA,NA
23778,Reid,NSW,2007,399,"OUEIK, Ronney",Liberal,26373,-26692,33.2,-4.72,,NA,NA
23778,Reid,NSW,2007,399,"FERGUSON, Laurie",Labor,53065,26692,66.8,4.72,Elected,NA,NA
23779,Richmond,NSW,2007,399,"ELLIOT, Justine",Labor,47973,14460,58.87,7.43,Elected,NA,NA
23779,Richmond,NSW,2007,399,"PAGE, Sue",Nationals,33513,-14460,41.13,-7.43,,NA,NA
23780,Riverina,NSW,2007,399,"HULL, Kay",Nationals,55868,27378,66.23,-4.62,Elected,NA,NA
23780,Riverina,NSW,2007,399,"KNOX, Peter",Labor,28490,-27378,33.77,4.62,,NA,NA
23781,Robertson,NSW,2007,399,"LLOYD, Jim",Liberal,43513,-184,49.89,-6.98,,NA,NA
23781,Robertson,NSW,2007,399,"NEAL, Belinda",Labor,43697,184,50.11,6.98,Elected,NA,NA
23666,Ryan,Qld,2007,399,"JOHNSON, Michael",Liberal,45258,6418,53.82,-6.6,Elected,NA,NA
23666,Ryan,Qld,2007,399,"DANIELS, Ross",Labor,38840,-6418,46.18,6.6,,NA,NA
23697,Scullin,Vic,2007,399,"WILLIAMS, Charles",Liberal,23791,-34039,29.15,-6.06,,NA,NA
23697,Scullin,Vic,2007,399,"JENKINS, Harry",Labor,57830,34039,70.85,6.06,Elected,NA,NA
23782,Shortland,NSW,2007,399,"HALL, Jill",Labor,55379,25217,64.74,5.5,Elected,NA,NA
23782,Shortland,NSW,2007,399,"KEALY, Jon",Liberal,30162,-25217,35.26,-5.5,,NA,NA
23790,Solomon,NT,2007,399,"HALE, Damian",Labor,25853,196,50.19,3,Elected,NA,NA
23790,Solomon,NT,2007,399,"TOLLNER, David",Country Liberal,25657,-196,49.81,-3,,NA,NA
23696,Stirling,WA,2007,399,"TINLEY, Peter",Labor,39431,-2089,48.71,0.75,,NA,NA
23696,Stirling,WA,2007,399,"KEENAN, Michael",Liberal,41520,2089,51.29,-0.75,Elected,NA,NA
23677,Sturt,SA,2007,399,"HANDSHIN, Mia",Labor,44442,-1711,49.06,5.86,,NA,NA
23677,Sturt,SA,2007,399,"PYNE, Christopher",Liberal,46153,1711,50.94,-5.86,Elected,NA,NA
23755,Swan,WA,2007,399,"IRONS, Steve",Liberal,36420,164,50.11,0.19,Elected,NA,NA
23755,Swan,WA,2007,399,"WILKIE, Kim",Labor,36256,-164,49.89,-0.19,,NA,NA
23783,Sydney,NSW,2007,399,"ANDERSON, Georgina",Liberal,23350,-29864,30.5,-2.12,,NA,NA
23783,Sydney,NSW,2007,399,"PLIBERSEK, Tanya",Labor,53214,29864,69.5,2.12,Elected,NA,NA
23793,Tangney,WA,2007,399,"JENSEN, Dennis",Liberal,45480,13461,58.68,-3.07,Elected,NA,NA
23793,Tangney,WA,2007,399,"REYNOLDS, Mark",Labor,32019,-13461,41.32,3.07,,NA,NA
23784,Throsby,NSW,2007,399,"GEORGE, Jennie",Labor,59099,37751,73.46,9.64,Elected,NA,NA
23784,Throsby,NSW,2007,399,"WRIGHT, Stuart",Liberal,21348,-37751,26.54,-9.64,,NA,NA
23662,Wakefield,SA,2007,399,"CHAMPION, Nick",Labor,49142,11438,56.59,7.26,Elected,NA,NA
23662,Wakefield,SA,2007,399,"FAWCETT, David",Liberal,37704,-11438,43.41,-7.26,,NA,NA
23682,Wannon,Vic,2007,399,"HAWKER, David",Liberal,49020,12738,57.47,-4.9,Elected,NA,NA
23682,Wannon,Vic,2007,399,"MOORE, Antony",Labor,36282,-12738,42.53,4.9,,NA,NA
23785,Warringah,NSW,2007,399,"ABBOTT, Tony",Liberal,50627,16163,59.5,-1.79,Elected,NA,NA
23785,Warringah,NSW,2007,399,"ZOCHLING, Hugh",Labor,34464,-16163,40.5,1.79,,NA,NA
23786,Watson,NSW,2007,399,"BURKE, Tony",Labor,56499,32664,70.33,5.77,Elected,NA,NA
23786,Watson,NSW,2007,399,"MANSOUR, Philip",Liberal,23835,-32664,29.67,-5.77,,NA,NA
23787,Wentworth,NSW,2007,399,"NEWHOUSE, George",Labor,40734,-6804,46.15,-1.34,,NA,NA
23787,Wentworth,NSW,2007,399,"TURNBULL, Malcolm",Liberal,47538,6804,53.85,1.34,Elected,NA,NA
23788,Werriwa,NSW,2007,399,"ELLIOTT, Rachel",Liberal,27711,-24288,34.76,-8.3,,NA,NA
23788,Werriwa,NSW,2007,399,"HAYES, Chris",Labor,51999,24288,65.24,8.3,Elected,NA,NA
23667,Wide Bay,Qld,2007,399,"TRUSS, Warren",Nationals,47149,13665,58.47,-3.74,Elected,NA,NA
23667,Wide Bay,Qld,2007,399,"LAWRENCE, Tony",Labor,33484,-13665,41.53,3.74,,NA,NA
23683,Wills,Vic,2007,399,"THOMSON, Kelvin",Labor,62432,38647,72.41,5.51,Elected,NA,NA
23683,Wills,Vic,2007,399,"TOMISICH, Claude",Liberal,23785,-38647,27.59,-5.51,,NA,NA
23518,Adelaide,SA,2004,398,"WORTH, Trish",Liberal,41405,-2266,48.67,-1.95,,NA,NA
23518,Adelaide,SA,2004,398,"ELLIS, Kate",Labor,43671,2266,51.33,1.95,,NA,NA
23497,Aston,Vic,2004,398,"PEARCE, Chris",Liberal,51436,21427,63.15,7.13,,NA,NA
23497,Aston,Vic,2004,398,"MORGAN, Paul",Labor,30009,-21427,36.85,-7.13,,NA,NA
23498,Ballarat,Vic,2004,398,"MATUSCHKA, Elizabeth",Liberal,40057,-3738,47.77,1.02,,NA,NA
23498,Ballarat,Vic,2004,398,"KING, Catherine",Labor,43795,3738,52.23,-1.02,,NA,NA
23590,Banks,NSW,2004,398,"GRAY, Roger",Liberal,35914,-1554,48.94,1.83,,NA,NA
23590,Banks,NSW,2004,398,"MELHAM, Daryl",Labor,37468,1554,51.06,-1.83,,NA,NA
23519,Barker,SA,2004,398,"SECKER, Patrick",Liberal,63392,36070,69.88,3.25,,NA,NA
23519,Barker,SA,2004,398,"SIMPSON-LYTTLE, Waluwe",Labor,27322,-36070,30.12,-3.25,,NA,NA
23591,Barton,NSW,2004,398,"McCLELLAND, Robert",Labor,42772,11215,57.54,1.52,,NA,NA
23591,Barton,NSW,2004,398,"MORROW, Bruce",Liberal,31557,-11215,42.46,-1.52,,NA,NA
23511,Bass,Tas,2004,398,"FERGUSON, Michael",Liberal,32860,3281,52.63,4.69,,NA,NA
23511,Bass,Tas,2004,398,"O'BYRNE, Michelle",Labor,29579,-3281,47.37,-4.69,,NA,NA
23499,Batman,Vic,2004,398,"GRATTON, Maxwell",Liberal,21664,-32216,28.68,3.75,,NA,NA
23499,Batman,Vic,2004,398,"FERGUSON, Martin",Labor,53880,32216,71.32,-3.75,,NA,NA
23500,Bendigo,Vic,2004,398,"GIBBINS, Kevin",Liberal,43210,-1690,49.04,2.59,,NA,NA
23500,Bendigo,Vic,2004,398,"GIBBONS, Steve",Labor,44900,1690,50.96,-2.59,,NA,NA
23592,Bennelong,NSW,2004,398,"CAMPBELL, Nicole",Labor,35079,-6656,45.67,3.38,,NA,NA
23592,Bennelong,NSW,2004,398,"HOWARD, John Winston",Liberal,41735,6656,54.33,-3.38,,NA,NA
23593,Berowra,NSW,2004,398,"COLNAN, Michael",Labor,29437,-18921,37.84,3.49,,NA,NA
23593,Berowra,NSW,2004,398,"RUDDOCK, Philip",Liberal,48358,18921,62.16,-3.49,,NA,NA
23626,Blair,Qld,2004,398,"THOMPSON, Cameron",Liberal,50057,18333,61.21,4.59,,NA,NA
23626,Blair,Qld,2004,398,"NEUMANN, Shayne",Labor,31724,-18333,38.79,-4.59,,NA,NA
23594,Blaxland,NSW,2004,398,"HATTON, Michael John",Labor,43383,17761,62.87,-2.34,,NA,NA
23594,Blaxland,NSW,2004,398,"MAJEWSKI, Mark",Liberal,25622,-17761,37.13,2.34,,NA,NA
23642,Bonner,Qld,2004,398,"VASTA, Ross",Liberal,39298,795,50.51,2.4,,NA,NA
23642,Bonner,Qld,2004,398,"SCIACCA, Con",Labor,38503,-795,49.49,-2.4,,NA,NA
23520,Boothby,SA,2004,398,"SOUTHCOTT, Andrew",Liberal,47730,9252,55.37,-2,,NA,NA
23520,Boothby,SA,2004,398,"FOX, Chloe",Labor,38478,-9252,44.63,2,,NA,NA
23625,Bowman,Qld,2004,398,"LAMING, Andrew",Liberal,46004,14199,59.12,6.06,,NA,NA
23625,Bowman,Qld,2004,398,"WEBSTER, Donna",Labor,31805,-14199,40.88,-6.06,,NA,NA
23510,Braddon,Tas,2004,398,"SIDEBOTTOM, Sid",Labor,31660,-1467,48.87,-7.09,,NA,NA
23510,Braddon,Tas,2004,398,"BAKER, Mark",Liberal,33127,1467,51.13,7.09,,NA,NA
23595,Bradfield,NSW,2004,398,"NELSON, Brendan",Liberal,55336,29902,68.51,-2.65,,NA,NA
23595,Bradfield,NSW,2004,398,"NEELAM, Neil",Labor,25434,-29902,31.49,2.65,,NA,NA
23534,Brand,WA,2004,398,"BEAZLEY, Kim",Labor,40499,6894,54.65,-5.4,,NA,NA
23534,Brand,WA,2004,398,"EDMAN, Phil",Liberal,33605,-6894,45.35,5.4,,NA,NA
23623,Brisbane,Qld,2004,398,"TALL, Ingrid",Liberal,36564,-6195,46.1,-2.87,,NA,NA
23623,Brisbane,Qld,2004,398,"BEVIS, Arch",Labor,42759,6195,53.9,2.87,,NA,NA
23502,Bruce,Vic,2004,398,"GRIFFIN, Alan",Labor,41954,5457,53.48,-3,,NA,NA
23502,Bruce,Vic,2004,398,"RANDALL, Angela",Liberal,36497,-5457,46.52,3,,NA,NA
23596,Calare,NSW,2004,398,"ANDREN, Peter",Independent,57939,34544,71.24,71.24,,NA,NA
23596,Calare,NSW,2004,398,"BLANCH, Paul",Liberal,23395,-34544,28.76,28.76,,NA,NA
23509,Calwell,Vic,2004,398,"LIVETT, Dianne",Liberal,33184,-13000,41.81,7.04,,NA,NA
23509,Calwell,Vic,2004,398,"VAMVAKINOU, Maria",Labor,46184,13000,58.19,-7.04,,NA,NA
23494,Canberra,ACT,2004,398,"BARNIER, Belinda",Liberal,40649,-19380,40.38,-0.18,,NA,NA
23494,Canberra,ACT,2004,398,"ELLIS, Annette",Labor,60029,19380,59.62,0.18,,NA,NA
23535,Canning,WA,2004,398,"HALLAHAN, Kay",Labor,30189,-14245,40.46,-9.16,,NA,NA
23535,Canning,WA,2004,398,"RANDALL, Don",Liberal,44434,14245,59.54,9.16,,NA,NA
23608,Capricornia,Qld,2004,398,"LEVER, John",Nationals,37044,-8487,44.86,0.38,,NA,NA
23608,Capricornia,Qld,2004,398,"LIVERMORE, Kirsten",Labor,45531,8487,55.14,-0.38,,NA,NA
23503,Casey,Vic,2004,398,"DIB, Tony",Labor,30946,-18165,38.65,-4.15,,NA,NA
23503,Casey,Vic,2004,398,"SMITH, Tony",Liberal,49111,18165,61.35,4.15,,NA,NA
23597,Charlton,NSW,2004,398,"HOARE, Kelly",Labor,45084,12333,57.92,1.26,,NA,NA
23597,Charlton,NSW,2004,398,"DARCEY, Kurt",Liberal,32751,-12333,42.08,-1.26,,NA,NA
23598,Chifley,NSW,2004,398,"ASARLOGLOU, Costa",Liberal,26500,-18584,37.02,2.31,,NA,NA
23598,Chifley,NSW,2004,398,"PRICE, Roger",Labor,45084,18584,62.98,-2.31,,NA,NA
23504,Chisholm,Vic,2004,398,"BURKE, Anna Elizabeth",Labor,40980,4130,52.65,-0.03,,NA,NA
23504,Chisholm,Vic,2004,398,"HARTNEY, Stephen",Liberal,36850,-4130,47.35,0.03,,NA,NA
23599,Cook,NSW,2004,398,"BUTTIGIEG, Mark",Labor,26907,-20563,36.18,0.18,,NA,NA
23599,Cook,NSW,2004,398,"BAIRD, Bruce",Liberal,47470,20563,63.82,-0.18,,NA,NA
23505,Corangamite,Vic,2004,398,"McARTHUR, Stewart",Liberal,46828,9014,55.32,-0.05,,NA,NA
23505,Corangamite,Vic,2004,398,"McMULLIN, Peter",Labor,37814,-9014,44.68,0.05,,NA,NA
23506,Corio,Vic,2004,398,"O'CONNOR, Gavan",Labor,44588,9039,55.64,-2.87,,NA,NA
23506,Corio,Vic,2004,398,"KING, Bruce",Liberal,35549,-9039,44.36,2.87,,NA,NA
23536,Cowan,WA,2004,398,"EDWARDS, Graham",Labor,38784,1186,50.78,-4.73,,NA,NA
23536,Cowan,WA,2004,398,"SIMPKINS, Luke",Liberal,37598,-1186,49.22,4.73,,NA,NA
23600,Cowper,NSW,2004,398,"WILLIAMS, Allan",Labor,33830,-10023,43.55,-1.72,,NA,NA
23600,Cowper,NSW,2004,398,"HARTSUYKER, Luke",Nationals,43853,10023,56.45,1.72,,NA,NA
23601,Cunningham,NSW,2004,398,"BIRD, Sharon",Labor,45026,16797,61.46,0.81,,NA,NA
23601,Cunningham,NSW,2004,398,"LARTER, John",Liberal,28229,-16797,38.54,-0.81,,NA,NA
23537,Curtin,WA,2004,398,"BISHOP, Julie",Liberal,48887,22116,64.62,0.71,,NA,NA
23537,Curtin,WA,2004,398,"KRUSE, Bill",Labor,26771,-22116,35.38,-0.71,,NA,NA
23609,Dawson,Qld,2004,398,"KELLY, De-Anne",Nationals,49399,16979,60.38,2.39,,NA,NA
23609,Dawson,Qld,2004,398,"FEENEY, Cherry",Labor,32420,-16979,39.62,-2.39,,NA,NA
23507,Deakin,Vic,2004,398,"BARRESI, Phil",Liberal,44462,8040,54.97,3.37,,NA,NA
23507,Deakin,Vic,2004,398,"LYNCH, Peter",Labor,36422,-8040,45.03,-3.37,,NA,NA
23501,Denison,Tas,2004,398,"PASTOOR, Erick",Liberal,23427,-16970,36.71,0.97,,NA,NA
23501,Denison,Tas,2004,398,"KERR, Duncan",Labor,40397,16970,63.29,-0.97,,NA,NA
23610,Dickson,Qld,2004,398,"DUTTON, Peter",Liberal,44199,11970,57.83,1.81,,NA,NA
23610,Dickson,Qld,2004,398,"McCONNELL, Craig",Labor,32229,-11970,42.17,-1.81,,NA,NA
23602,Dobell,NSW,2004,398,"TICEHURST, Ken",Liberal,42151,8904,55.9,5.52,,NA,NA
23602,Dobell,NSW,2004,398,"MEHAN, David",Labor,33247,-8904,44.1,-5.52,,NA,NA
23508,Dunkley,Vic,2004,398,"BILLSON, Bruce",Liberal,49253,15558,59.38,4.16,,NA,NA
23508,Dunkley,Vic,2004,398,"CONSTAS, Helen",Labor,33695,-15558,40.62,-4.16,,NA,NA
23603,Eden-Monaro,NSW,2004,398,"WATT, Kel",Labor,40263,-3604,47.86,-0.45,,NA,NA
23603,Eden-Monaro,NSW,2004,398,"NAIRN, Gary",Liberal,43867,3604,52.14,0.45,,NA,NA
23611,Fadden,Qld,2004,398,"EATHER, Peter",Labor,24680,-21713,34.72,-2.16,,NA,NA
23611,Fadden,Qld,2004,398,"JULL, David",Liberal,46393,21713,65.28,2.16,,NA,NA
23612,Fairfax,Qld,2004,398,"SOMLYAY, Alex",Liberal,45452,16185,60.83,1.65,,NA,NA
23612,Fairfax,Qld,2004,398,"MOLLOY, Ivan",Labor,29267,-16185,39.17,-1.65,,NA,NA
23588,Farrer,NSW,2004,398,"MATHEWS, Nico",Labor,22968,-30161,30.18,-3.45,,NA,NA
23588,Farrer,NSW,2004,398,"LEY, Sussan",Liberal,53129,30161,69.82,3.45,,NA,NA
23613,Fisher,Qld,2004,398,"SLIPPER, Peter",Liberal,48068,19815,62.98,1.21,,NA,NA
23613,Fisher,Qld,2004,398,"GRAY, John",Labor,28253,-19815,37.02,-1.21,,NA,NA
23528,Flinders,Vic,2004,398,"NAPTHINE, Simon",Labor,32255,-18434,38.89,-3.67,,NA,NA
23528,Flinders,Vic,2004,398,"HUNT, Greg",Liberal,50689,18434,61.11,3.67,,NA,NA
23614,Forde,Qld,2004,398,"ELSON, Kay",Liberal,47502,19586,62.98,6,,NA,NA
23614,Forde,Qld,2004,398,"LEADER, Sean",Labor,27916,-19586,37.02,-6,,NA,NA
23538,Forrest,WA,2004,398,"SMITH, Tresslyn",Labor,30665,-16206,39.55,-2.84,,NA,NA
23538,Forrest,WA,2004,398,"PROSSER, Geoff",Liberal,46871,16206,60.45,2.84,,NA,NA
23604,Fowler,NSW,2004,398,"IRWIN, Julia",Labor,50174,30034,71.36,-0.13,,NA,NA
23604,Fowler,NSW,2004,398,"POWRIE, Philip",Liberal,20140,-30034,28.64,0.13,,NA,NA
23495,Franklin,Tas,2004,398,"FINNIS, Henry",Liberal,27350,-9789,42.41,0.45,,NA,NA
23495,Franklin,Tas,2004,398,"QUICK, Harry",Labor,37139,9789,57.59,-0.45,,NA,NA
23589,Fraser,ACT,2004,398,"McMULLAN, Bob",Labor,68359,28770,63.33,0.64,,NA,NA
23589,Fraser,ACT,2004,398,"GILES, Adam",Liberal,39589,-28770,36.67,-0.64,,NA,NA
23539,Fremantle,WA,2004,398,"LAWRENCE, Carmen",Labor,41970,11274,57.76,-2.91,,NA,NA
23539,Fremantle,WA,2004,398,"ZAGAMI, Carmelo",Liberal,30696,-11274,42.24,2.91,,NA,NA
23529,Gellibrand,Vic,2004,398,"McCONNELL, David",Liberal,27833,-23754,35.05,5.46,,NA,NA
23529,Gellibrand,Vic,2004,398,"ROXON, Nicola",Labor,51587,23754,64.95,-5.46,,NA,NA
23587,Gilmore,NSW,2004,398,"PIKETT, Megan",Labor,31981,-16149,39.92,4.55,,NA,NA
23587,Gilmore,NSW,2004,398,"GASH, Joanna",Liberal,48130,16149,60.08,-4.55,,NA,NA
23530,Gippsland,Vic,2004,398,"McGAURAN, Peter",Nationals,49181,13128,57.7,5.12,,NA,NA
23530,Gippsland,Vic,2004,398,"WISHART, Don",Labor,36053,-13128,42.3,-5.12,,NA,NA
23531,Goldstein,Vic,2004,398,"ROBB, Andrew",Liberal,49147,16426,60.03,0.53,,NA,NA
23531,Goldstein,Vic,2004,398,"TUCKER, Craig",Labor,32721,-16426,39.97,-0.53,,NA,NA
23551,Gorton,Vic,2004,398,"O'CONNOR, Brendan",Labor,53486,24559,64.9,-5.07,,NA,NA
23551,Gorton,Vic,2004,398,"JENNISON, Susan",Liberal,28927,-24559,35.1,5.07,,NA,NA
23585,Grayndler,NSW,2004,398,"ALBANESE, Anthony",Labor,54798,34112,72.6,1.31,,NA,NA
23585,Grayndler,NSW,2004,398,"KOKKOLIS, Stephanie",Liberal,20686,-34112,27.4,-1.31,,NA,NA
23570,Greenway,NSW,2004,398,"HUSIC, Ed",Labor,37498,-883,49.42,-3.69,,NA,NA
23570,Greenway,NSW,2004,398,"MARKUS, Louise",Liberal,38381,883,50.58,3.69,,NA,NA
23521,Grey,SA,2004,398,"WAKELIN, Barry",Liberal,55528,24048,63.82,3.17,,NA,NA
23521,Grey,SA,2004,398,"HACKETT, John",Labor,31480,-24048,36.18,-3.17,,NA,NA
23615,Griffith,Qld,2004,398,"PAYNE, Janelle",Liberal,33313,-13894,41.37,-2.48,,NA,NA
23615,Griffith,Qld,2004,398,"RUDD, Kevin",Labor,47207,13894,58.63,2.48,,NA,NA
23616,Groom,Qld,2004,398,"KING, Paul B",Labor,25275,-30846,31.05,-3.86,,NA,NA
23616,Groom,Qld,2004,398,"MACFARLANE, Ian Elgin",Liberal,56121,30846,68.95,3.86,,NA,NA
23571,Gwydir,NSW,2004,398,"ANDERSON, John",Nationals,51835,27878,68.39,3.51,,NA,NA
23571,Gwydir,NSW,2004,398,"SIMS, Glenn Richard",Labor,23957,-27878,31.61,-3.51,,NA,NA
23540,Hasluck,WA,2004,398,"JACKSON, Sharryn",Labor,34468,-2610,48.18,-3.6,,NA,NA
23540,Hasluck,WA,2004,398,"HENRY, Stuart",Liberal,37078,2610,51.82,3.6,,NA,NA
23617,Herbert,Qld,2004,398,"LINDSAY, Peter",Liberal,43828,9673,56.2,4.67,,NA,NA
23617,Herbert,Qld,2004,398,"PHILLIPS, Anita",Labor,34155,-9673,43.8,-4.67,,NA,NA
23552,Higgins,Vic,2004,398,"KLISARIS, Paul",Labor,32678,-13883,41.24,-0.37,,NA,NA
23552,Higgins,Vic,2004,398,"COSTELLO, Peter",Liberal,46561,13883,58.76,0.37,,NA,NA
23522,Hindmarsh,SA,2004,398,"GEORGANAS, Steve",Labor,43507,108,50.06,1.02,,NA,NA
23522,Hindmarsh,SA,2004,398,"BIRMINGHAM, Simon",Liberal,43399,-108,49.94,-1.02,,NA,NA
23618,Hinkler,Qld,2004,398,"NEVILLE, Paul",Nationals,46458,8147,54.81,2.66,,NA,NA
23618,Hinkler,Qld,2004,398,"DORRON, Cheryl",Labor,38311,-8147,45.19,-2.66,,NA,NA
23553,Holt,Vic,2004,398,"TEIWES, Paul",Liberal,39577,-2459,48.49,6.4,,NA,NA
23553,Holt,Vic,2004,398,"BYRNE, Anthony",Labor,42036,2459,51.51,-6.4,,NA,NA
23554,Hotham,Vic,2004,398,"MARRINER, Jennifer",Liberal,33877,-11778,42.6,3.59,,NA,NA
23554,Hotham,Vic,2004,398,"CREAN, Simon",Labor,45655,11778,57.4,-3.59,,NA,NA
23572,Hughes,NSW,2004,398,"VALE, Danna",Liberal,48279,17466,61.04,0.63,,NA,NA
23572,Hughes,NSW,2004,398,"HOLLAND, Greg",Labor,30813,-17466,38.96,-0.63,,NA,NA
23573,Hume,NSW,2004,398,"SCHULTZ, Alby",Liberal,51908,22870,64.13,4.34,,NA,NA
23573,Hume,NSW,2004,398,"SHANNON, Graeme",Labor,29038,-22870,35.87,-4.34,,NA,NA
23574,Hunter,NSW,2004,398,"FITZGIBBON, Joel",Labor,51401,22170,63.75,2.89,,NA,NA
23574,Hunter,NSW,2004,398,"BLACK, Beth",Nationals,29231,-22170,36.25,-2.89,,NA,NA
23555,Indi,Vic,2004,398,"WILLIAMS, John",Labor,27901,-26962,33.71,-5.59,,NA,NA
23555,Indi,Vic,2004,398,"PANOPOULOS, Sophie",Liberal,54863,26962,66.29,5.59,,NA,NA
23556,Isaacs,Vic,2004,398,"SHELLEY, Jeff",Liberal,40783,-2494,48.52,5.14,,NA,NA
23556,Isaacs,Vic,2004,398,"CORCORAN, Ann K",Labor,43277,2494,51.48,-5.14,,NA,NA
23557,Jagajaga,Vic,2004,398,"MACKLIN, Jenny",Labor,46531,7525,54.4,-0.88,,NA,NA
23557,Jagajaga,Vic,2004,398,"INMAN, Woody",Liberal,39006,-7525,45.6,0.88,,NA,NA
23541,Kalgoorlie,WA,2004,398,"HAASE, Barry",Liberal,36502,8173,56.3,1.96,,NA,NA
23541,Kalgoorlie,WA,2004,398,"STEPHENS, Tom",Labor,28329,-8173,43.7,-1.96,,NA,NA
23619,Kennedy,Qld,2004,398,"NEILAN, Alan",Labor,25348,-30761,31.12,0.3,,NA,NA
23619,Kennedy,Qld,2004,398,"KATTER, Bob",Independent,56109,30761,68.88,-0.3,,NA,NA
23575,Kingsford Smith,NSW,2004,398,"GARRETT, Peter",Labor,43498,13281,59.01,0.11,,NA,NA
23575,Kingsford Smith,NSW,2004,398,"PRASSAS, Nicholas",Liberal,30217,-13281,40.99,-0.11,,NA,NA
23523,Kingston,SA,2004,398,"RICHARDSON, Kym",Liberal,42327,119,50.07,1.42,,NA,NA
23523,Kingston,SA,2004,398,"COX, David Alexander",Labor,42208,-119,49.93,-1.42,,NA,NA
23558,Kooyong,Vic,2004,398,"GEORGIOU, Petro",Liberal,47498,15269,59.58,-1.36,,NA,NA
23558,Kooyong,Vic,2004,398,"WILSON, Tom",Labor,32229,-15269,40.42,1.36,,NA,NA
23559,La Trobe,Vic,2004,398,"DAVIES, Susan",Labor,34337,-9057,44.17,-2.16,,NA,NA
23559,La Trobe,Vic,2004,398,"WOOD, Jason",Liberal,43394,9057,55.83,2.16,,NA,NA
23560,Lalor,Vic,2004,398,"GILLARD, Julia",Labor,48218,14412,58.79,-3.27,,NA,NA
23560,Lalor,Vic,2004,398,"CURTIS, Peter",Liberal,33806,-14412,41.21,3.27,,NA,NA
23620,Leichhardt,Qld,2004,398,"ENTSCH, Warren",Liberal,46541,15519,60,3.61,,NA,NA
23620,Leichhardt,Qld,2004,398,"TURNOUR, Jim",Labor,31022,-15519,40,-3.61,,NA,NA
23621,Lilley,Qld,2004,398,"BOULTON, Alan",Liberal,36817,-8676,44.73,-0.7,,NA,NA
23621,Lilley,Qld,2004,398,"SWAN, Wayne",Labor,45493,8676,55.27,0.7,,NA,NA
23576,Lindsay,NSW,2004,398,"KELLY, Jackie",Liberal,40367,7680,55.26,-0.21,,NA,NA
23576,Lindsay,NSW,2004,398,"BRADBURY, David",Labor,32687,-7680,44.74,0.21,,NA,NA
23640,Lingiari,NT,2004,398,"SNOWDON, Warren",Labor,24795,6591,57.66,2.37,,NA,NA
23640,Lingiari,NT,2004,398,"AUSTIN, Maisie",Country Liberal,18204,-6591,42.34,-2.37,,NA,NA
23622,Longman,Qld,2004,398,"BECKETT, Stephen",Labor,32926,-11922,42.34,-5.14,,NA,NA
23622,Longman,Qld,2004,398,"BROUGH, Mal",Liberal,44848,11922,57.66,5.14,,NA,NA
